ID,GITHUB,COMMIT_ID,ZIP_REPO_PATH,HOST_FILE_PATH,Mobile_LCP_mean,Mobile_CLS_mean,Mobile_FID_mean,Mobile_INP_mean,Mobile_TTFB_mean
1,academicpages/academicpages.github.io,f9db998d8fea29ce56fb7d3b059df8dd2581f916,REPO_SNAPSHOTS/academicpages__f9db998d8fea29ce56fb7d3b059df8dd2581f916.zip,host_files/host_jekyll.sh,11105.3333,0.48601928,9.9,64.0,2.4333
ID,REPO_ID,FRAMEWORK,COMMIT_ID,ZIP_REPO_PATH,HOST_FILE_PATH,CWV_MOBILE,CWV_DESKTOP,SOURCE
